CustomerID,Recency,Frequency,Monetary,Cluster
12448,44,1,449.45,7
12449,22,4,4067.29,7
12450,156,2,197.88,0
12451,10,5,9035.52,1
12452,16,2,430.57,7
12453,134,1,707.09,0
12454,56,1,3528.34,7
12455,73,6,2466.86,7
12456,44,3,3181.04,7
12457,66,7,2363.23,1
12458,71,2,947.4,7
12461,94,2,826.88,7
12462,18,2,1189.59,7
12463,53,4,1344.78,7
12464,10,8,1212.05,1
12465,17,2,742.1899999999999,7
12468,187,2,729.5400000000001,0
12471,2,30,19788.65,5
12472,32,7,6572.11,1
12473,29,5,3928.0499999999997,7
12474,17,18,7324.09,5
12475,53,1,723.38,7
12476,15,11,6816.42,1
12477,22,6,13219.74,1
12478,3,1,680.99,7
12479,11,1,527.2,7
12480,28,4,3281.63,7
12481,22,10,5579.82,1
12483,17,8,2484.98,1
12484,32,6,4527.32,1
12488,9,3,1298.66,7
12489,336,1,334.93,4
12490,5,10,5417.93,1
12491,38,1,460.40000000000003,7
12492,63,2,263.21000000000004,7
12493,165,2,433.74,0
12494,15,7,1246.1000000000001,1
12497,81,1,1043.1,7
12498,21,3,403.70000000000005,7
12500,23,11,4257.82,1
12501,336,1,2169.39,4
12502,95,5,3723.87,7
12504,18,2,482.04999999999995,7
12506,232,1,73.5,4
12507,134,3,1304.81,0
12508,26,2,397.88,7
12509,284,1,176.5,4
12510,142,2,982.5699999999999,0
12512,66,2,132.18,7
12513,112,1,612.29,0
12514,267,1,1017.68,4
12515,353,1,383.7,4
12516,77,2,1312.06,7
12517,28,5,2481.6,7
12518,0,5,2056.89,7
12519,63,1,330.84,7
12520,79,5,2634.26,7
12521,142,1,599.68,0
12522,39,2,192.72,7
12523,19,11,1789.77,1
12524,9,8,4485.72,1
12526,0,3,1316.66,7
12527,81,3,348.71000000000004,7
12528,9,6,1933.48,1
12530,59,4,1662.28,7
12531,14,1,125.22,7
12532,30,1,349.83000000000004,7
12534,130,1,1089.18,0
12535,91,2,716.35,7
12536,43,3,12601.830000000002,1
12538,29,1,363.95,7
12539,22,4,5568.35,7
12540,19,17,13400.24,5
12541,29,3,981.18,7
12544,36,1,372.7,7
12545,75,2,1000.39,7
12546,46,2,1161.5,7
12547,197,2,207.79999999999998,0
12548,166,1,95.19999999999999,0
12550,79,1,964.83,7
12551,357,1,168.0,4
12552,38,2,437.82,7
12553,8,10,3692.28,1
12556,50,2,599.56,7
12557,16,5,11990.960000000001,1
12558,7,1,269.96,7
12559,310,2,561.71,4
12560,5,3,2134.01,7
12561,302,1,238.85,4
12562,8,7,3781.7400000000002,1
12564,261,1,456.9,4
12565,288,1,145.92,4
12566,86,1,351.65,7
12567,22,10,9401.28,1
12569,2,32,4124.69,5
12571,39,2,519.61,7
12572,8,2,1020.42,7
12573,227,1,160.54000000000002,0
12574,315,1,218.45,4
12576,35,5,1315.83,7
12577,35,3,626.6,7
12578,21,2,2794.51,7
12579,78,1,440.42,7
12580,246,1,415.7,4
12581,39,1,197.71,7
12582,238,2,511.36,4
12583,2,15,7281.38,1
12584,3,9,2338.15,1
12585,234,2,2040.1,4
12586,17,1,196.94000000000003,7
12587,7,1,144.0,7
12588,39,1,214.89999999999998,7
12589,28,2,646.68,7
12590,211,2,9864.26,0
12591,317,1,452.84999999999997,4
12592,92,2,437.6,7
12593,108,3,418.09999999999997,0
12594,37,10,3338.2200000000003,1
12596,51,2,618.27,7
12597,19,4,3811.22,7
12598,9,8,3023.08,1
12599,29,7,1032.58,1
12600,28,10,2599.04,1
12601,189,5,577.0600000000001,0
12602,58,1,153.12,7
12603,21,1,739.1999999999999,7
12604,79,2,254.18,7
12607,60,1,1579.51,7
12609,78,3,1126.85,7
12610,22,5,2099.54,7
12611,52,1,1193.32,7
12612,74,1,704.0400000000001,7
12613,57,5,3344.38,7
12614,277,1,315.6,4
12615,2,4,2291.19,7
12616,95,2,713.3,7
12617,29,1,352.98,7
12618,21,1,177.31,7
12619,16,9,3641.24,1
12620,14,3,1339.41,7
12621,1,20,13689.67,5
12622,232,1,180.1,4
12623,276,1,305.1,4
12624,106,2,641.13,0
12625,211,2,2683.82,0
12626,23,9,6620.48,1
12627,10,7,4478.53,1
12628,4,3,786.46,7
12630,9,2,1270.88,7
12631,57,1,640.5,7
12633,58,4,2163.98,7
12635,89,2,1689.18,7
12637,67,8,6002.9,1
12638,33,1,671.69,7
12639,238,1,486.1,4
12640,23,3,1174.58,7
12641,115,1,185.9,0
12642,25,3,1013.26,7
12643,128,6,3344.64,0
12644,129,1,477.91,0
12645,33,4,1775.18,7
12646,4,2,1346.97,7
12647,22,12,3722.82,1
12648,154,1,318.05,0
12649,107,3,623.51,0
12650,3,1,314.44,7
12651,334,1,114.0,4
12652,331,1,919.98,4
12653,148,2,2209.85,0
12654,10,5,601.98,7
12656,17,5,4051.17,1
12657,11,4,1643.18,7
12658,18,1,686.05,7
12659,29,1,91.68,7
12660,11,1,245.1,7
12662,0,11,3849.78,1
12664,8,9,4881.88,1
12665,324,1,63.0,4
12667,58,1,620.13,7
12668,11,4,3807.15,7
12669,150,3,2744.0299999999997,0
12670,10,5,2996.05,7
12672,329,1,225.89999999999998,4
12673,5,2,610.52,7
12674,38,4,1970.6,7
12676,24,6,1331.39,1
12678,42,12,17628.46,1
12679,58,4,1113.02,7
12680,0,4,862.81,7
12681,14,22,13787.54,5
12682,3,31,12279.82,5
12683,4,15,8476.57,1
12684,7,7,2283.63,1
12685,28,6,2863.08,1
12686,371,1,89.14,4
12688,113,1,4873.8099999999995,0
12689,25,2,1247.61,7
12690,205,1,389.01,0
12691,28,6,1035.8,7
12693,127,4,855.91,0
12694,70,2,869.67,7
12695,7,4,582.1,7
12697,28,3,957.59,7
12700,7,4,4939.99,7
12701,79,2,797.71,7
12702,19,1,219.0,7
12703,71,1,283.55,7
12704,7,8,2340.84,1
12705,15,9,6868.29,1
12707,291,1,603.42,4
12708,29,10,2712.91,1
12709,15,15,9706.52,1
12710,96,3,1149.02,7
12712,28,13,4396.13,1
12713,0,1,848.55,7
12714,9,5,4708.86,1
12715,106,1,343.36,0
12716,3,2,1053.49,7
12717,151,2,1030.98,0
12718,71,1,238.25,7
12719,5,2,644.95,7
12720,2,25,5781.73,5
12721,31,6,2656.13,1
12722,85,4,997.63,7
12723,3,5,725.07,7
12724,5,4,1031.41,7
12725,371,1,427.8,4
12726,28,7,2609.1,1
12727,10,7,3980.7,1
12728,71,4,836.33,7
12729,113,1,453.01,0
12731,23,12,18895.91,5
12732,179,1,236.26000000000002,0
12733,234,1,383.95,4
12734,352,1,110.39999999999999,4
12735,315,2,779.5699999999999,4
12736,332,1,234.0,4
12738,372,1,155.35,4
12739,78,2,1013.04,7
12740,63,1,427.6,7
12743,134,2,540.13,0
12744,51,7,21279.29,1
12747,2,11,4196.01,1
12748,0,210,33053.19,6
12749,3,5,4090.88,1
12750,128,1,275.88,0
12752,81,1,4366.78,7
12753,22,6,21429.39,1
12754,235,3,3010.74,4
12755,280,2,3811.95,4
12756,86,1,112.07999999999998,7
12757,15,13,7834.650000000001,1
12758,116,2,2791.59,0
12759,52,3,1531.44,7
12762,7,2,1898.52,7
12763,138,2,494.08,0
12764,316,1,1693.88,4
12766,3,7,6989.63,1
12769,238,1,1143.6,4
12770,210,1,1351.45,0
12772,59,1,892.47,7
12775,17,5,1386.04,7
12778,19,6,822.23,1
12779,37,8,3981.36,1
12781,63,2,826.74,7
12782,4,5,2330.92,7
12783,2,6,2225.91,1
12784,9,2,532.8199999999999,7
12785,364,1,311.95,4
12787,9,3,463.66,7
12789,65,1,91.85,7
12790,192,1,324.92,0
12791,373,1,192.60000000000002,4
12792,256,1,400.53999999999996,4
12793,334,2,545.48,4
12794,53,2,860.41,7
12795,18,1,430.48,7
12797,365,1,254.03,4
12798,10,3,6977.04,7
12802,186,1,427.58,0
12808,36,3,483.65000000000003,7
12809,177,1,489.31,0
12811,260,3,514.85,4
12812,44,1,229.64000000000001,7
12814,101,1,125.92,0
12815,147,2,1063.46,0
12816,95,2,572.2,7
12817,281,1,166.04,4
12818,261,1,1542.08,4
12820,3,4,942.34,7
12821,214,1,92.72,0
12822,70,2,948.88,7
12823,74,5,1759.5,7
12824,59,1,397.12,7
12826,2,7,1474.72,1
12827,5,3,430.15000000000003,7
12828,2,6,1018.71,1
12829,336,2,293.0,4
12830,37,6,6814.64,1
12831,262,1,215.05,4
12832,32,2,383.03,7
12833,145,1,417.38,0
12834,282,1,312.38,4
12836,59,4,2610.36,7
12837,173,1,134.1,0
12838,33,2,671.95,7
12839,2,14,5591.42,1
12840,143,4,2726.77,0
12841,4,25,3991.58,5
12842,70,2,1118.99,7
12843,65,8,1702.26,1
12844,29,2,325.96000000000004,7
12845,267,4,354.09,4
12847,22,1,843.64,7
12849,31,2,1010.29,7
12851,96,1,131.81,7
12852,294,1,311.55,4
12853,134,6,1957.1000000000001,0
12854,78,3,1316.25,7
12855,372,1,38.1,4
12856,7,6,2170.78,1
12857,210,2,1106.4,0
12863,52,1,521.2,7
12864,138,1,147.12,0
12865,26,2,1568.23,7
12866,283,1,559.12,4
12867,26,7,4009.34,1
12868,185,6,1607.0600000000002,0
12871,84,2,380.64,7
12872,326,2,599.97,4
12873,282,1,374.0,4
12875,143,2,343.2300000000001,0
12876,57,2,2218.02,7
12877,3,12,1535.77,1
12878,236,2,854.99,4
12879,44,3,573.22,7
12881,275,1,298.0,4
12882,9,2,1463.04,7
12883,24,4,703.47,7
12884,88,1,309.05,7
12885,63,3,1175.22,7
12886,67,2,1378.4,7
12888,214,2,354.12,0
12890,24,1,376.71999999999997,7
12891,185,3,331.0,0
12893,30,1,176.55,7
12895,42,2,372.8,7
12897,204,2,216.5,0
12901,8,28,17654.54,5
12902,264,1,138.68,4
12904,18,2,496.06,7
12906,11,5,2919.81,7
12908,176,2,750.0,0
12909,39,5,2178.67,7
12910,23,8,3075.04,1
12912,2,5,1662.3,7
12913,4,5,2483.63,7
12915,148,2,363.65,0
12916,138,4,2944.95,0
12917,128,1,594.0,0
12919,8,6,1335.19,1
12920,17,1,162.78,7
12921,9,37,16587.09,5
12922,161,1,405.38,0
12923,64,1,172.82,7
12924,88,4,933.7,7
12925,4,2,694.05,7
12928,35,5,2062.7000000000003,7
12929,311,1,117.85,4
12930,78,2,415.8,7
12931,21,15,42055.96,5
12933,24,3,607.53,7
12935,2,7,2160.7,1
12936,17,4,1063.9,7
12937,15,4,1504.27,7
12938,25,1,114.14,7
12939,64,8,11581.8,1
12940,54,2,899.69,7
12942,131,3,675.6,0
12944,35,2,604.51,7
12945,288,1,462.95,4
12947,143,6,1603.99,0
12948,16,7,2064.95,1
12949,30,8,4167.22,1
12950,2,3,1843.0,7
12951,8,6,1064.07,1
12952,5,4,1387.79,7
12953,9,1,329.85,7
12955,1,11,4757.16,1
12956,306,1,108.07,4
12957,9,8,4017.54,1
12962,7,2,266.39,7
12963,8,8,1856.63,1
12965,89,1,769.8100000000001,7
12966,9,1,160.18,7
12967,358,2,1660.9,4
12968,112,1,135.95,0
12970,7,4,405.47,7
12971,3,86,11189.91,2
12974,197,1,144.8,0
12976,211,1,738.6,0
12977,156,1,39.239999999999995,0
12980,157,9,7374.900000000001,0
12981,29,2,372.21999999999997,7
12982,242,1,390.54,4
12984,18,1,97.5,7
12985,0,2,1239.38,7
12987,73,2,558.7,7
12988,292,1,505.82,4
12989,3,15,6924.110000000001,1
12990,31,3,409.5,7
12991,23,2,503.76,7
12993,23,4,414.76,7
12994,4,3,974.4200000000001,7
12995,85,1,211.32,7
12997,22,4,1226.89,7
12999,196,3,455.88,0
13000,106,3,534.85,0
13001,4,13,9785.970000000001,1
13002,318,1,120.94999999999999,4
13003,105,3,149.05,0
13004,11,18,5655.91,5
13005,173,2,513.7,0
13006,56,1,81.57,7
13008,323,1,229.46999999999997,4
13011,372,1,50.550000000000004,4
13012,9,8,1646.8400000000001,1
13013,1,13,4810.9400000000005,1
13014,10,10,3466.2799999999997,1
13015,53,5,3339.64,7
13016,73,3,789.89,7
13017,7,1,204.0,7
13018,16,28,7277.7,5
13021,4,9,2616.38,1
13023,64,2,689.9,7
13026,1,5,975.36,7
13027,113,6,6912.0,0
13028,22,2,661.3199999999999,7
13029,30,3,1247.5,7
13030,11,2,752.4399999999999,7
13032,52,2,1010.18,7
13033,357,1,190.55,4
13034,54,2,642.77,7
13035,73,2,921.88,7
13037,138,3,881.07,0
13038,80,3,908.46,7
13040,8,2,676.99,7
13043,273,1,516.42,4
13044,291,1,560.47,4
13045,99,1,305.28000000000003,7
13046,30,2,629.31,7
13047,31,10,3237.54,1
13048,14,4,1819.41,7
13049,64,2,656.6800000000001,7
13050,14,17,5836.86,5
13052,212,1,348.15000000000003,0
13055,78,3,1214.41,7
13058,24,3,271.40000000000003,7
13059,249,1,183.4,4
13060,253,1,307.53,4
13061,72,1,248.61,7
13062,191,1,346.98,0
13064,12,4,1105.59,7
13065,373,1,205.86,4
13066,24,2,470.8,7
13067,82,1,115.46000000000001,7
13068,10,2,344.0,7
13069,0,24,4431.44,5
13070,192,1,228.8,0
13072,266,1,177.15,4
13075,129,1,919.61,0
13077,1,4,728.02,7
13078,3,26,12627.94,5
13079,4,5,220.10000000000002,7
13080,179,1,58.08,0
13081,11,11,28337.38,5
13082,126,9,3613.63,0
13083,4,2,303.75,7
13085,157,2,416.08000000000004,0
13089,2,97,58762.08,2
13090,8,14,8910.82,1
13091,28,1,345.82,7
13092,70,5,477.83,7
13093,275,8,7832.47,4
13094,21,12,1927.3200000000002,1
13095,70,1,74.39999999999999,7
13097,32,10,6003.22,1
13098,1,28,28882.44,5
13099,99,1,207.35999999999999,7
13101,234,1,101.19,4
13102,1,24,6424.09,5
13103,39,1,243.94,7
13104,3,6,1098.48,1
13106,133,1,76.5,0
13107,44,4,1531.6200000000001,7
13108,372,1,350.06,4
13109,59,2,786.54,7
13110,31,7,1488.67,1
13113,0,24,12245.960000000001,5
13115,11,4,2294.78,7
13116,138,1,501.14,0
13117,21,8,984.91,1
13118,19,5,1197.81,7
13120,238,1,30.599999999999998,4
13121,269,1,283.73,4
13122,94,2,922.39,7
13124,89,3,3756.33,7
13126,4,8,2099.64,1
13127,77,1,259.17,7
13130,94,1,64.0,7
13131,23,3,1073.3,7
13132,261,1,77.3,4
13133,273,2,109.8,4
13134,85,4,1793.58,7
13135,196,1,3096.0,0
13136,56,5,2607.61,7
13137,10,8,3603.29,1
13138,22,6,962.39,1
13139,16,7,5064.94,1
13140,108,3,422.47,0
13141,84,5,2388.75,7
13142,19,1,307.09,7
13144,332,1,110.95,4
13145,39,4,618.52,7
13146,26,1,228.91,7
13147,10,4,712.8000000000001,7
13148,29,12,3683.26,1
13149,14,4,1676.06,7
13151,295,1,1257.8700000000001,4
13153,5,1,486.22,7
13155,33,4,971.76,7
13157,49,4,1741.22,7
13158,94,4,1201.06,7
13159,8,4,1429.35,7
13160,22,1,91.8,7
13161,313,1,112.75,4
13162,122,4,1688.29,0
13165,46,2,1021.48,7
13166,283,1,417.2,4
13167,18,4,791.33,7
13168,36,4,1299.59,7
13169,63,2,712.88,7
13170,26,1,108.81,7
13171,21,3,468.41,7
13173,4,2,353.65,7
13174,16,3,2742.82,7
13176,46,1,481.49,7
13177,64,1,282.45,7
13178,26,11,5725.47,1
13182,45,1,121.18,7
13183,7,9,3957.78,1
13184,14,10,1668.95,1
13185,267,1,71.4,4
13186,39,3,1575.89,7
13187,337,1,236.02,4
13188,11,1,114.60000000000001,7
13189,18,2,260.68,7
13192,95,2,911.94,7
13193,61,1,112.08,7
13194,135,1,60.7,0
13196,11,4,1797.78,7
13198,10,6,3401.2400000000002,1
13199,3,38,9817.12,5
13200,19,4,870.09,7
13203,9,4,869.46,7
13207,15,2,250.26000000000002,7
13208,58,6,1217.65,7
13209,30,8,5891.61,1
13210,93,1,353.48,7
13211,10,3,1095.42,7
13212,19,3,786.83,7
13213,56,5,1520.58,7
13216,267,1,333.74,4
13217,122,3,533.98,0
13218,127,1,62.63999999999999,0
13220,78,4,819.2900000000001,7
13221,240,2,847.41,4
13223,200,2,163.20000000000002,0
13224,60,2,2155.95,7
13225,3,7,6463.84,1
13226,273,1,108.21000000000001,4
13227,201,1,257.7,0
13228,81,1,358.0,7
13229,225,1,160.95,0
13230,4,14,2755.63,1
13232,12,7,1328.35,1
13233,74,2,605.12,7
13235,212,1,1031.07,0
13236,24,2,744.85,7
13238,17,4,700.73,7
13239,261,1,329.56,4
13240,96,4,663.65,7
13242,112,3,270.40000000000003,0
13243,203,1,585.12,0
13244,92,1,121.74000000000001,7
13245,50,1,430.5,7
13246,18,6,1961.52,1
13247,17,4,501.12,7
13248,124,2,465.68,0
13249,92,3,711.41,7
13253,156,2,1030.4,0
13255,9,2,399.51,7
13256,14,1,0.0,7
13258,11,3,672.83,7
13259,61,1,283.18,7
13260,61,1,557.62,7
13261,268,2,944.1,4
13262,263,1,200.29,4
13263,1,35,7436.93,5
13265,53,5,2092.66,7
13266,11,12,3834.2599999999998,1
13267,2,19,4521.49,5
13268,17,11,3174.75,1
13269,1,15,5343.28,1
13270,366,1,590.0,4
13271,37,1,211.49,7
13272,31,2,276.56,7
13273,113,1,138.98,0
13276,63,2,590.9300000000001,7
13277,15,4,258.4,7
13278,40,1,542.73,7
13279,78,1,137.75,7
13280,122,3,798.46,0
13282,18,3,1132.14,7
13283,59,2,93.66,7
13284,330,1,201.19,4
13285,23,4,2709.12,7
13291,155,1,361.11,0
13292,38,2,578.9399999999999,7
13294,189,2,873.74,0
13295,359,1,201.20000000000002,4
13296,137,1,87.4,0
13297,7,4,2089.85,7
13298,1,1,360.0,7
13299,268,1,142.5,4
13300,169,1,371.89,0
13301,103,4,618.09,0
13302,155,1,63.75,0
13304,351,1,300.42,4
13305,4,10,2000.86,1
13307,120,1,15.0,0
13308,22,3,1385.51,7
13309,7,5,1456.79,7
13310,28,3,1132.03,7
13311,4,2,598.57,7
13313,22,5,1555.32,7
13314,1,3,775.94,7
13316,37,4,5732.93,7
13317,66,6,2273.68,7
13318,1,3,640.76,7
13319,5,26,10845.550000000001,5
13320,78,4,1532.2,7
13321,72,2,567.36,7
13322,17,1,199.48000000000002,7
13323,3,5,787.85,7
13324,36,10,7121.95,1
13325,81,1,675.3,7
13327,38,8,3627.77,1
13328,316,1,1308.48,4
13329,31,2,789.0,7
13330,92,3,1140.93,7
13332,14,1,350.9,7
13334,82,3,3502.32,7
13336,77,1,795.12,7
13338,157,1,487.02,0
13339,200,1,860.12,0
13340,45,7,10736.48,1
13341,260,1,775.85,4
13343,177,1,353.43,0
13344,67,3,2511.69,7
13345,287,1,389.5,4
13347,70,1,341.36,7
13348,64,1,233.76,7
13349,10,1,247.32,7
13350,16,2,979.12,7
13351,66,1,373.94,7
13352,60,1,397.97999999999996,7
13354,71,1,743.53,7
13355,122,1,674.7,0
13356,80,1,768.24,7
13357,257,1,609.4,4
13358,268,1,439.03,4
13359,63,1,439.56,7
13362,9,4,3090.7400000000002,7
13363,17,2,992.5,7
13364,71,1,134.95999999999998,7
13365,33,2,2225.37,7
13366,50,1,56.160000000000004,7
13368,256,2,623.4,4
13369,365,1,308.28000000000003,4
13370,371,1,754.87,4
13372,89,1,378.64,7
13373,60,3,3312.25,7
13375,88,1,778.65,7
13376,99,3,1019.76,7
13379,26,3,572.56,7
13381,31,6,3639.31,1
13382,280,1,222.99,4
13384,30,7,4151.93,1
13385,329,1,534.57,4
13388,131,2,677.1,0
13389,11,3,797.96,7
13390,74,1,544.08,7
13391,203,1,59.8,0
13394,1,8,2520.02,1
13395,185,1,307.72,0
13396,29,2,1360.99,7
13397,72,5,1544.13,7
13398,192,1,457.34,0
13402,127,2,621.23,0
13403,17,1,75.0,7
13404,1,2,252.49,7
13405,74,3,572.451,7
13408,1,62,28117.04,2
13410,24,5,1003.06,7
13411,107,1,213.55,0
13414,133,3,1390.5,0
13416,43,2,712.5,7
13417,4,2,640.83,7
13418,11,18,6127.43,5
13419,63,1,221.06,7
13420,149,2,159.85,0
13421,40,2,1833.71,7
13422,64,1,2626.3,7
13425,108,3,1624.21,0
13426,0,10,3641.32,1
13427,19,3,582.6,7
13428,10,1,201.78,7
13429,10,4,1006.8,7
13430,18,2,679.45,7
13431,67,2,1269.1,7
13434,74,2,534.24,7
13435,5,7,3809.8900000000003,1
13436,1,1,196.89,7
13437,14,7,3408.06,1
13439,255,1,283.71,4
13441,91,1,296.64,7
13447,23,3,1129.14,7
13448,16,6,3534.69,1
13449,23,1,291.88,7
13450,26,6,2043.7199999999998,1
13451,26,5,2898.2599999999998,7
13452,259,2,590.0,4
13453,165,2,356.97999999999996,0
13455,24,2,1058.34,7
13456,17,6,1766.72,1
13458,7,14,9646.57,1
13460,29,2,183.44,7
13461,38,3,1445.0,7
13462,252,1,151.5,4
13464,58,1,674.68,7
13466,184,1,307.9,0
13467,10,2,1071.91,7
13468,1,37,5704.97,5
13470,99,2,165.0,7
13471,1,4,2501.84,7
13473,60,2,422.64,7
13474,236,1,226.84,4
13475,191,4,1431.78,0
13476,178,2,1238.47,0
13477,37,6,1454.58,7
13479,200,2,300.95,0
13481,45,5,1804.56,7
13482,232,1,184.64,4
13483,65,1,140.34,7
13484,241,1,313.8,4
13485,233,1,454.24,4
13486,78,3,1122.41,7
13487,57,3,575.4,7
13488,17,13,8968.31,1
13489,105,4,449.52,0
13491,51,10,1215.82,1
13492,136,3,1269.84,0
13493,275,2,618.63,4
13494,311,1,316.26000000000005,4
13495,7,5,2044.8700000000001,7
13496,10,2,653.33,7
13497,282,2,348.05,4
13499,17,5,1159.11,7
13500,23,3,1166.77,7
13501,288,1,1340.32,4
13502,16,3,292.0,7
13503,71,1,216.85,7
13504,64,1,295.93,7
13505,72,4,4393.63,7
13506,316,2,458.52,4
13507,3,4,2479.16,7
13508,243,1,110.97,4
13509,8,7,979.72,1
13510,1,4,1791.56,7
13512,260,1,251.21,4
13513,126,1,205.1,0
13514,73,1,152.20000000000002,7
13515,72,4,891.12,7
13516,21,3,1389.41,7
13517,59,3,2128.42,7
13518,85,1,627.16,7
13519,78,1,122.75,7
13520,58,6,3624.35,1
13521,1,3,1071.73,7
13522,30,1,125.80000000000001,7
13523,33,5,3964.88,7
13524,40,5,680.1800000000001,7
13525,14,2,628.78,7
13527,33,7,2242.36,1
13529,78,2,307.76,7
13531,205,2,483.8,0
13532,33,1,210.31,7
13533,182,3,269.09,0
13534,2,25,5870.08,5
13536,1,7,3444.39,1
13538,43,7,1280.85,1
13539,85,3,631.34,7
13544,39,2,276.06,7
13546,12,3,621.09,7
13548,96,2,678.16,7
13549,25,7,918.2,1
13551,319,1,91.80000000000001,4
13552,66,12,3740.07,1
13555,73,4,4098.88,7
13557,28,2,584.06,7
13558,5,4,594.52,7
13560,7,1,171.42000000000002,7
13561,215,1,141.85999999999999,0
13562,81,3,1799.33,7
13563,84,2,777.53,7
13564,144,3,1724.67,0
13565,19,2,240.22,7
13566,40,2,856.84,7
13568,173,1,187.05,0
13569,17,2,338.62,7
13570,243,1,239.49,4
13571,12,12,2088.94,1
13572,205,1,1384.25,0
13573,50,2,290.25,7
13575,23,5,732.0699999999999,7
13576,10,18,6717.34,5
13577,25,4,1687.6000000000001,7
13579,14,2,467.04,7
13581,309,1,118.0,4
13583,155,1,781.03,0
13584,306,1,142.4,4
13587,63,1,712.4,7
13588,15,9,2478.95,1
13589,14,2,379.65,7
13590,11,6,1981.92,1
13591,64,3,1117.13,7
13592,35,4,247.95999999999998,7
13593,108,5,2011.88,0
13594,52,1,396.97,7
13596,5,2,664.11,7
13598,47,1,160.04,7
13599,1,21,5149.92,5
13600,312,1,219.52,4
13601,45,2,693.32,7
13602,64,1,428.89,7
13603,26,1,164.34,7
13606,29,3,276.75,7
13607,40,1,675.51,7
13610,12,7,1082.33,1
13611,89,3,1154.4,7
13614,24,4,1585.46,7
13615,318,1,417.69,4
13617,40,3,544.18,7
13618,173,1,177.34,0
13621,116,1,213.85,0
13623,30,5,727.74,7
13626,252,1,257.23,4
13627,59,5,1638.47,7
13629,23,11,7792.36,1
13630,5,7,2031.78,1
13631,99,11,3070.42,1
13632,24,5,2118.93,7
13634,33,5,1547.3600000000001,7
13635,67,1,1071.03,7
13636,36,5,949.12,7
13637,52,3,804.3,7
13638,15,1,122.64,7
13639,74,1,1033.34,7
13642,215,1,312.28,0
13643,31,3,519.44,7
13644,16,4,2624.26,7
13645,120,1,252.1,0
13647,9,4,1648.1200000000001,7
13649,256,2,346.6,4
13650,16,6,1836.34,1
13651,35,2,94.2,7
13652,45,3,1095.08,7
13654,43,6,2707.33,1
13655,114,2,932.97,0
13656,164,2,379.65,0
13657,10,2,382.14,7
13658,9,5,2639.17,7
13659,205,2,1563.0,0
13662,85,3,881.26,7
13663,179,1,189.47,0
13666,60,3,84.65,7
13667,149,1,299.05,0
13668,2,21,6309.83,5
13669,50,2,218.55,7
13670,75,1,349.7,7
13672,301,2,186.39000000000001,4
13673,18,2,387.44,7
13675,151,2,486.82000000000005,0
13678,151,1,232.6,0
13680,1,4,3719.12,7
13681,17,4,827.83,7
13682,187,1,59.5,0
13684,285,1,65.13,4
13685,2,7,3119.44,1
13686,182,1,72.0,0
13689,63,1,910.0,7
13690,59,1,172.25,7
13692,24,3,1488.32,7
13694,3,50,65039.62,2
13695,31,15,2504.13,1
13697,38,1,151.29999999999998,7
13699,155,1,308.58000000000004,0
13700,26,10,2248.63,1
