CustomerID,Recency,Frequency,Monetary,Cluster
12535,91,2,716.35,3
12536,43,3,12601.830000000002,3
12538,29,1,363.95,3
12539,22,4,5568.35,3
12540,19,17,13400.24,0
12541,29,3,981.18,3
12544,36,1,372.7,3
12545,75,2,1000.39,3
12546,46,2,1161.5,3
12547,197,2,207.79999999999998,1
12548,166,1,95.19999999999999,1
12550,79,1,964.83,3
12551,357,1,168.0,1
12552,38,2,437.82,3
12553,8,10,3692.28,3
12556,50,2,599.56,3
12557,16,5,11990.960000000001,3
12558,7,1,269.96,3
12559,310,2,561.71,1
12560,5,3,2134.01,3
12561,302,1,238.85,1
12562,8,7,3781.7400000000002,3
12564,261,1,456.9,1
12565,288,1,145.92,1
12566,86,1,351.65,3
12567,22,10,9401.28,3
12569,2,32,4124.69,0
12571,39,2,519.61,3
12572,8,2,1020.42,3
12573,227,1,160.54000000000002,1
12574,315,1,218.45,1
12576,35,5,1315.83,3
12577,35,3,626.6,3
12578,21,2,2794.51,3
12579,78,1,440.42,3
12580,246,1,415.7,1
12581,39,1,197.71,3
12582,238,2,511.36,1
12583,2,15,7281.38,0
12584,3,9,2338.15,3
12585,234,2,2040.1,1
12586,17,1,196.94000000000003,3
12587,7,1,144.0,3
12588,39,1,214.89999999999998,3
12589,28,2,646.68,3
12590,211,2,9864.26,1
12591,317,1,452.84999999999997,1
12592,92,2,437.6,3
12593,108,3,418.09999999999997,3
12594,37,10,3338.2200000000003,3
12596,51,2,618.27,3
12597,19,4,3811.22,3
12598,9,8,3023.08,3
12599,29,7,1032.58,3
12600,28,10,2599.04,3
12601,189,5,577.0600000000001,1
12602,58,1,153.12,3
12603,21,1,739.1999999999999,3
12604,79,2,254.18,3
12607,60,1,1579.51,3
12609,78,3,1126.85,3
12610,22,5,2099.54,3
12611,52,1,1193.32,3
12612,74,1,704.0400000000001,3
12613,57,5,3344.38,3
12614,277,1,315.6,1
12615,2,4,2291.19,3
12616,95,2,713.3,3
12617,29,1,352.98,3
12618,21,1,177.31,3
12619,16,9,3641.24,3
12620,14,3,1339.41,3
12621,1,20,13689.67,0
12622,232,1,180.1,1
12623,276,1,305.1,1
12624,106,2,641.13,3
12625,211,2,2683.82,1
12626,23,9,6620.48,3
12627,10,7,4478.53,3
12628,4,3,786.46,3
12630,9,2,1270.88,3
12631,57,1,640.5,3
12633,58,4,2163.98,3
12635,89,2,1689.18,3
12637,67,8,6002.9,3
12638,33,1,671.69,3
12639,238,1,486.1,1
12640,23,3,1174.58,3
12641,115,1,185.9,3
12642,25,3,1013.26,3
12643,128,6,3344.64,3
12644,129,1,477.91,3
12645,33,4,1775.18,3
12646,4,2,1346.97,3
12647,22,12,3722.82,3
12648,154,1,318.05,1
12649,107,3,623.51,3
12650,3,1,314.44,3
12651,334,1,114.0,1
12652,331,1,919.98,1
12653,148,2,2209.85,1
12654,10,5,601.98,3
12656,17,5,4051.17,3
12657,11,4,1643.18,3
12658,18,1,686.05,3
12659,29,1,91.68,3
12660,11,1,245.1,3
12662,0,11,3849.78,3
12664,8,9,4881.88,3
12665,324,1,63.0,1
12667,58,1,620.13,3
12668,11,4,3807.15,3
12669,150,3,2744.0299999999997,1
12670,10,5,2996.05,3
12672,329,1,225.89999999999998,1
12673,5,2,610.52,3
12674,38,4,1970.6,3
12676,24,6,1331.39,3
12678,42,12,17628.46,0
12679,58,4,1113.02,3
12680,0,4,862.81,3
12681,14,22,13787.54,0
12682,3,31,12279.82,0
12683,4,15,8476.57,0
12684,7,7,2283.63,3
12685,28,6,2863.08,3
12686,371,1,89.14,1
12688,113,1,4873.8099999999995,3
12689,25,2,1247.61,3
12690,205,1,389.01,1
12691,28,6,1035.8,3
12693,127,4,855.91,3
12694,70,2,869.67,3
12695,7,4,582.1,3
12697,28,3,957.59,3
12700,7,4,4939.99,3
12701,79,2,797.71,3
12702,19,1,219.0,3
12703,71,1,283.55,3
12704,7,8,2340.84,3
12705,15,9,6868.29,3
12707,291,1,603.42,1
12708,29,10,2712.91,3
12709,15,15,9706.52,0
12710,96,3,1149.02,3
12712,28,13,4396.13,3
12713,0,1,848.55,3
12714,9,5,4708.86,3
12715,106,1,343.36,3
12716,3,2,1053.49,3
12717,151,2,1030.98,1
12718,71,1,238.25,3
12719,5,2,644.95,3
12720,2,25,5781.73,0
12721,31,6,2656.13,3
12722,85,4,997.63,3
12723,3,5,725.07,3
12724,5,4,1031.41,3
12725,371,1,427.8,1
12726,28,7,2609.1,3
12727,10,7,3980.7,3
12728,71,4,836.33,3
12729,113,1,453.01,3
12731,23,12,18895.91,0
12732,179,1,236.26000000000002,1
12733,234,1,383.95,1
12734,352,1,110.39999999999999,1
12735,315,2,779.5699999999999,1
12736,332,1,234.0,1
12738,372,1,155.35,1
12739,78,2,1013.04,3
12740,63,1,427.6,3
12743,134,2,540.13,3
12744,51,7,21279.29,0
12747,2,11,4196.01,3
12748,0,210,33053.19,2
12749,3,5,4090.88,3
12750,128,1,275.88,3
12752,81,1,4366.78,3
12753,22,6,21429.39,3
12754,235,3,3010.74,1
12755,280,2,3811.95,1
12756,86,1,112.07999999999998,3
12757,15,13,7834.650000000001,0
12758,116,2,2791.59,3
12759,52,3,1531.44,3
12762,7,2,1898.52,3
12763,138,2,494.08,3
12764,316,1,1693.88,1
12766,3,7,6989.63,3
12769,238,1,1143.6,1
12770,210,1,1351.45,1
12772,59,1,892.47,3
12775,17,5,1386.04,3
12778,19,6,822.23,3
12779,37,8,3981.36,3
12781,63,2,826.74,3
12782,4,5,2330.92,3
12783,2,6,2225.91,3
12784,9,2,532.8199999999999,3
12785,364,1,311.95,1
12787,9,3,463.66,3
12789,65,1,91.85,3
12790,192,1,324.92,1
12791,373,1,192.60000000000002,1
12792,256,1,400.53999999999996,1
12793,334,2,545.48,1
12794,53,2,860.41,3
12795,18,1,430.48,3
12797,365,1,254.03,1
12798,10,3,6977.04,3
12802,186,1,427.58,1
12808,36,3,483.65000000000003,3
12809,177,1,489.31,1
12811,260,3,514.85,1
12812,44,1,229.64000000000001,3
12814,101,1,125.92,3
12815,147,2,1063.46,1
12816,95,2,572.2,3
12817,281,1,166.04,1
12818,261,1,1542.08,1
12820,3,4,942.34,3
12821,214,1,92.72,1
12822,70,2,948.88,3
12823,74,5,1759.5,3
12824,59,1,397.12,3
12826,2,7,1474.72,3
12827,5,3,430.15000000000003,3
12828,2,6,1018.71,3
12829,336,2,293.0,1
12830,37,6,6814.64,3
12831,262,1,215.05,1
12832,32,2,383.03,3
12833,145,1,417.38,1
12834,282,1,312.38,1
12836,59,4,2610.36,3
12837,173,1,134.1,1
12838,33,2,671.95,3
12839,2,14,5591.42,0
12840,143,4,2726.77,3
12841,4,25,3991.58,0
12842,70,2,1118.99,3
12843,65,8,1702.26,3
12844,29,2,325.96000000000004,3
12845,267,4,354.09,1
12847,22,1,843.64,3
12849,31,2,1010.29,3
12851,96,1,131.81,3
12852,294,1,311.55,1
12853,134,6,1957.1000000000001,3
12854,78,3,1316.25,3
12855,372,1,38.1,1
12856,7,6,2170.78,3
12857,210,2,1106.4,1
12863,52,1,521.2,3
12864,138,1,147.12,3
12865,26,2,1568.23,3
12866,283,1,559.12,1
12867,26,7,4009.34,3
12868,185,6,1607.0600000000002,1
12871,84,2,380.64,3
12872,326,2,599.97,1
12873,282,1,374.0,1
12875,143,2,343.2300000000001,3
12876,57,2,2218.02,3
12877,3,12,1535.77,3
12878,236,2,854.99,1
12879,44,3,573.22,3
12881,275,1,298.0,1
12882,9,2,1463.04,3
12883,24,4,703.47,3
12884,88,1,309.05,3
12885,63,3,1175.22,3
12886,67,2,1378.4,3
12888,214,2,354.12,1
12890,24,1,376.71999999999997,3
12891,185,3,331.0,1
12893,30,1,176.55,3
12895,42,2,372.8,3
12897,204,2,216.5,1
12901,8,28,17654.54,0
12902,264,1,138.68,1
12904,18,2,496.06,3
12906,11,5,2919.81,3
12908,176,2,750.0,1
12909,39,5,2178.67,3
12910,23,8,3075.04,3
12912,2,5,1662.3,3
12913,4,5,2483.63,3
12915,148,2,363.65,1
12916,138,4,2944.95,3
12917,128,1,594.0,3
12919,8,6,1335.19,3
12920,17,1,162.78,3
12921,9,37,16587.09,0
12922,161,1,405.38,1
12923,64,1,172.82,3
12924,88,4,933.7,3
12925,4,2,694.05,3
12928,35,5,2062.7000000000003,3
12929,311,1,117.85,1
12930,78,2,415.8,3
12931,21,15,42055.96,0
12933,24,3,607.53,3
12935,2,7,2160.7,3
12936,17,4,1063.9,3
12937,15,4,1504.27,3
12938,25,1,114.14,3
12939,64,8,11581.8,3
12940,54,2,899.69,3
12942,131,3,675.6,3
12944,35,2,604.51,3
12945,288,1,462.95,1
12947,143,6,1603.99,3
12948,16,7,2064.95,3
12949,30,8,4167.22,3
12950,2,3,1843.0,3
12951,8,6,1064.07,3
12952,5,4,1387.79,3
12953,9,1,329.85,3
12955,1,11,4757.16,3
12956,306,1,108.07,1
12957,9,8,4017.54,3
12962,7,2,266.39,3
12963,8,8,1856.63,3
12965,89,1,769.8100000000001,3
12966,9,1,160.18,3
12967,358,2,1660.9,1
12968,112,1,135.95,3
12970,7,4,405.47,3
12971,3,86,11189.91,0
12974,197,1,144.8,1
12976,211,1,738.6,1
12977,156,1,39.239999999999995,1
12980,157,9,7374.900000000001,3
12981,29,2,372.21999999999997,3
12982,242,1,390.54,1
12984,18,1,97.5,3
12985,0,2,1239.38,3
12987,73,2,558.7,3
12988,292,1,505.82,1
12989,3,15,6924.110000000001,0
12990,31,3,409.5,3
12991,23,2,503.76,3
12993,23,4,414.76,3
12994,4,3,974.4200000000001,3
12995,85,1,211.32,3
12997,22,4,1226.89,3
12999,196,3,455.88,1
13000,106,3,534.85,3
13001,4,13,9785.970000000001,0
13002,318,1,120.94999999999999,1
13003,105,3,149.05,3
13004,11,18,5655.91,0
13005,173,2,513.7,1
13006,56,1,81.57,3
13008,323,1,229.46999999999997,1
13011,372,1,50.550000000000004,1
13012,9,8,1646.8400000000001,3
13013,1,13,4810.9400000000005,3
13014,10,10,3466.2799999999997,3
13015,53,5,3339.64,3
13016,73,3,789.89,3
13017,7,1,204.0,3
13018,16,28,7277.7,0
13021,4,9,2616.38,3
13023,64,2,689.9,3
13026,1,5,975.36,3
13027,113,6,6912.0,3
13028,22,2,661.3199999999999,3
13029,30,3,1247.5,3
13030,11,2,752.4399999999999,3
13032,52,2,1010.18,3
13033,357,1,190.55,1
13034,54,2,642.77,3
13035,73,2,921.88,3
13037,138,3,881.07,3
13038,80,3,908.46,3
13040,8,2,676.99,3
13043,273,1,516.42,1
13044,291,1,560.47,1
13045,99,1,305.28000000000003,3
13046,30,2,629.31,3
13047,31,10,3237.54,3
13048,14,4,1819.41,3
13049,64,2,656.6800000000001,3
13050,14,17,5836.86,0
13052,212,1,348.15000000000003,1
13055,78,3,1214.41,3
13058,24,3,271.40000000000003,3
13059,249,1,183.4,1
13060,253,1,307.53,1
13061,72,1,248.61,3
13062,191,1,346.98,1
13064,12,4,1105.59,3
13065,373,1,205.86,1
13066,24,2,470.8,3
13067,82,1,115.46000000000001,3
13068,10,2,344.0,3
13069,0,24,4431.44,0
13070,192,1,228.8,1
13072,266,1,177.15,1
13075,129,1,919.61,3
13077,1,4,728.02,3
13078,3,26,12627.94,0
13079,4,5,220.10000000000002,3
13080,179,1,58.08,1
13081,11,11,28337.38,0
13082,126,9,3613.63,3
13083,4,2,303.75,3
13085,157,2,416.08000000000004,1
13089,2,97,58762.08,2
13090,8,14,8910.82,0
13091,28,1,345.82,3
13092,70,5,477.83,3
13093,275,8,7832.47,1
13094,21,12,1927.3200000000002,3
13095,70,1,74.39999999999999,3
13097,32,10,6003.22,3
13098,1,28,28882.44,0
13099,99,1,207.35999999999999,3
13101,234,1,101.19,1
13102,1,24,6424.09,0
13103,39,1,243.94,3
13104,3,6,1098.48,3
13106,133,1,76.5,3
13107,44,4,1531.6200000000001,3
13108,372,1,350.06,1
13109,59,2,786.54,3
13110,31,7,1488.67,3
13113,0,24,12245.960000000001,0
13115,11,4,2294.78,3
13116,138,1,501.14,3
13117,21,8,984.91,3
13118,19,5,1197.81,3
13120,238,1,30.599999999999998,1
13121,269,1,283.73,1
13122,94,2,922.39,3
13124,89,3,3756.33,3
13126,4,8,2099.64,3
13127,77,1,259.17,3
13130,94,1,64.0,3
13131,23,3,1073.3,3
13132,261,1,77.3,1
13133,273,2,109.8,1
13134,85,4,1793.58,3
13135,196,1,3096.0,1
13136,56,5,2607.61,3
13137,10,8,3603.29,3
13138,22,6,962.39,3
13139,16,7,5064.94,3
13140,108,3,422.47,3
13141,84,5,2388.75,3
13142,19,1,307.09,3
13144,332,1,110.95,1
13145,39,4,618.52,3
13146,26,1,228.91,3
13147,10,4,712.8000000000001,3
13148,29,12,3683.26,3
13149,14,4,1676.06,3
13151,295,1,1257.8700000000001,1
13153,5,1,486.22,3
13155,33,4,971.76,3
13157,49,4,1741.22,3
13158,94,4,1201.06,3
13159,8,4,1429.35,3
13160,22,1,91.8,3
13161,313,1,112.75,1
13162,122,4,1688.29,3
13165,46,2,1021.48,3
13166,283,1,417.2,1
13167,18,4,791.33,3
13168,36,4,1299.59,3
13169,63,2,712.88,3
13170,26,1,108.81,3
13171,21,3,468.41,3
13173,4,2,353.65,3
13174,16,3,2742.82,3
13176,46,1,481.49,3
13177,64,1,282.45,3
13178,26,11,5725.47,3
13182,45,1,121.18,3
13183,7,9,3957.78,3
13184,14,10,1668.95,3
13185,267,1,71.4,1
13186,39,3,1575.89,3
13187,337,1,236.02,1
13188,11,1,114.60000000000001,3
13189,18,2,260.68,3
13192,95,2,911.94,3
13193,61,1,112.08,3
13194,135,1,60.7,3
13196,11,4,1797.78,3
13198,10,6,3401.2400000000002,3
13199,3,38,9817.12,0
13200,19,4,870.09,3
13203,9,4,869.46,3
13207,15,2,250.26000000000002,3
13208,58,6,1217.65,3
13209,30,8,5891.61,3
13210,93,1,353.48,3
13211,10,3,1095.42,3
13212,19,3,786.83,3
13213,56,5,1520.58,3
13216,267,1,333.74,1
13217,122,3,533.98,3
13218,127,1,62.63999999999999,3
13220,78,4,819.2900000000001,3
13221,240,2,847.41,1
13223,200,2,163.20000000000002,1
13224,60,2,2155.95,3
13225,3,7,6463.84,3
13226,273,1,108.21000000000001,1
13227,201,1,257.7,1
13228,81,1,358.0,3
13229,225,1,160.95,1
13230,4,14,2755.63,3
13232,12,7,1328.35,3
13233,74,2,605.12,3
13235,212,1,1031.07,1
13236,24,2,744.85,3
13238,17,4,700.73,3
13239,261,1,329.56,1
13240,96,4,663.65,3
13242,112,3,270.40000000000003,3
13243,203,1,585.12,1
13244,92,1,121.74000000000001,3
13245,50,1,430.5,3
13246,18,6,1961.52,3
13247,17,4,501.12,3
13248,124,2,465.68,3
13249,92,3,711.41,3
13253,156,2,1030.4,1
13255,9,2,399.51,3
13256,14,1,0.0,3
13258,11,3,672.83,3
13259,61,1,283.18,3
13260,61,1,557.62,3
13261,268,2,944.1,1
13262,263,1,200.29,1
13263,1,35,7436.93,0
13265,53,5,2092.66,3
13266,11,12,3834.2599999999998,3
13267,2,19,4521.49,0
13268,17,11,3174.75,3
13269,1,15,5343.28,0
13270,366,1,590.0,1
13271,37,1,211.49,3
13272,31,2,276.56,3
13273,113,1,138.98,3
13276,63,2,590.9300000000001,3
13277,15,4,258.4,3
13278,40,1,542.73,3
13279,78,1,137.75,3
13280,122,3,798.46,3
13282,18,3,1132.14,3
13283,59,2,93.66,3
13284,330,1,201.19,1
13285,23,4,2709.12,3
13291,155,1,361.11,1
13292,38,2,578.9399999999999,3
13294,189,2,873.74,1
13295,359,1,201.20000000000002,1
13296,137,1,87.4,3
13297,7,4,2089.85,3
13298,1,1,360.0,3
13299,268,1,142.5,1
13300,169,1,371.89,1
13301,103,4,618.09,3
13302,155,1,63.75,1
13304,351,1,300.42,1
13305,4,10,2000.86,3
13307,120,1,15.0,3
13308,22,3,1385.51,3
13309,7,5,1456.79,3
13310,28,3,1132.03,3
13311,4,2,598.57,3
13313,22,5,1555.32,3
13314,1,3,775.94,3
13316,37,4,5732.93,3
13317,66,6,2273.68,3
13318,1,3,640.76,3
13319,5,26,10845.550000000001,0
13320,78,4,1532.2,3
13321,72,2,567.36,3
13322,17,1,199.48000000000002,3
13323,3,5,787.85,3
13324,36,10,7121.95,3
13325,81,1,675.3,3
13327,38,8,3627.77,3
13328,316,1,1308.48,1
13329,31,2,789.0,3
13330,92,3,1140.93,3
13332,14,1,350.9,3
13334,82,3,3502.32,3
13336,77,1,795.12,3
13338,157,1,487.02,1
13339,200,1,860.12,1
13340,45,7,10736.48,3
13341,260,1,775.85,1
13343,177,1,353.43,1
13344,67,3,2511.69,3
13345,287,1,389.5,1
13347,70,1,341.36,3
13348,64,1,233.76,3
13349,10,1,247.32,3
13350,16,2,979.12,3
13351,66,1,373.94,3
13352,60,1,397.97999999999996,3
13354,71,1,743.53,3
13355,122,1,674.7,3
13356,80,1,768.24,3
13357,257,1,609.4,1
13358,268,1,439.03,1
13359,63,1,439.56,3
13362,9,4,3090.7400000000002,3
13363,17,2,992.5,3
13364,71,1,134.95999999999998,3
13365,33,2,2225.37,3
13366,50,1,56.160000000000004,3
13368,256,2,623.4,1
13369,365,1,308.28000000000003,1
13370,371,1,754.87,1
13372,89,1,378.64,3
13373,60,3,3312.25,3
13375,88,1,778.65,3
13376,99,3,1019.76,3
13379,26,3,572.56,3
13381,31,6,3639.31,3
13382,280,1,222.99,1
13384,30,7,4151.93,3
13385,329,1,534.57,1
13388,131,2,677.1,3
13389,11,3,797.96,3
13390,74,1,544.08,3
13391,203,1,59.8,1
13394,1,8,2520.02,3
13395,185,1,307.72,1
13396,29,2,1360.99,3
13397,72,5,1544.13,3
13398,192,1,457.34,1
13402,127,2,621.23,3
13403,17,1,75.0,3
13404,1,2,252.49,3
13405,74,3,572.451,3
13408,1,62,28117.04,0
13410,24,5,1003.06,3
13411,107,1,213.55,3
13414,133,3,1390.5,3
13416,43,2,712.5,3
13417,4,2,640.83,3
13418,11,18,6127.43,0
13419,63,1,221.06,3
13420,149,2,159.85,1
13421,40,2,1833.71,3
13422,64,1,2626.3,3
13425,108,3,1624.21,3
13426,0,10,3641.32,3
13427,19,3,582.6,3
13428,10,1,201.78,3
13429,10,4,1006.8,3
13430,18,2,679.45,3
13431,67,2,1269.1,3
13434,74,2,534.24,3
13435,5,7,3809.8900000000003,3
13436,1,1,196.89,3
13437,14,7,3408.06,3
13439,255,1,283.71,1
13441,91,1,296.64,3
13447,23,3,1129.14,3
13448,16,6,3534.69,3
13449,23,1,291.88,3
13450,26,6,2043.7199999999998,3
13451,26,5,2898.2599999999998,3
13452,259,2,590.0,1
13453,165,2,356.97999999999996,1
13455,24,2,1058.34,3
13456,17,6,1766.72,3
13458,7,14,9646.57,0
13460,29,2,183.44,3
13461,38,3,1445.0,3
13462,252,1,151.5,1
13464,58,1,674.68,3
13466,184,1,307.9,1
13467,10,2,1071.91,3
13468,1,37,5704.97,0
13470,99,2,165.0,3
13471,1,4,2501.84,3
13473,60,2,422.64,3
13474,236,1,226.84,1
13475,191,4,1431.78,1
13476,178,2,1238.47,1
13477,37,6,1454.58,3
13479,200,2,300.95,1
13481,45,5,1804.56,3
13482,232,1,184.64,1
13483,65,1,140.34,3
13484,241,1,313.8,1
13485,233,1,454.24,1
13486,78,3,1122.41,3
13487,57,3,575.4,3
13488,17,13,8968.31,0
13489,105,4,449.52,3
13491,51,10,1215.82,3
13492,136,3,1269.84,3
13493,275,2,618.63,1
13494,311,1,316.26000000000005,1
13495,7,5,2044.8700000000001,3
13496,10,2,653.33,3
13497,282,2,348.05,1
13499,17,5,1159.11,3
13500,23,3,1166.77,3
13501,288,1,1340.32,1
13502,16,3,292.0,3
13503,71,1,216.85,3
13504,64,1,295.93,3
13505,72,4,4393.63,3
13506,316,2,458.52,1
13507,3,4,2479.16,3
13508,243,1,110.97,1
13509,8,7,979.72,3
13510,1,4,1791.56,3
13512,260,1,251.21,1
13513,126,1,205.1,3
13514,73,1,152.20000000000002,3
13515,72,4,891.12,3
13516,21,3,1389.41,3
13517,59,3,2128.42,3
13518,85,1,627.16,3
13519,78,1,122.75,3
13520,58,6,3624.35,3
13521,1,3,1071.73,3
13522,30,1,125.80000000000001,3
13523,33,5,3964.88,3
13524,40,5,680.1800000000001,3
13525,14,2,628.78,3
13527,33,7,2242.36,3
13529,78,2,307.76,3
13531,205,2,483.8,1
13532,33,1,210.31,3
13533,182,3,269.09,1
13534,2,25,5870.08,0
13536,1,7,3444.39,3
13538,43,7,1280.85,3
13539,85,3,631.34,3
13544,39,2,276.06,3
13546,12,3,621.09,3
13548,96,2,678.16,3
13549,25,7,918.2,3
13551,319,1,91.80000000000001,1
13552,66,12,3740.07,3
13555,73,4,4098.88,3
13557,28,2,584.06,3
13558,5,4,594.52,3
13560,7,1,171.42000000000002,3
13561,215,1,141.85999999999999,1
13562,81,3,1799.33,3
13563,84,2,777.53,3
13564,144,3,1724.67,3
13565,19,2,240.22,3
13566,40,2,856.84,3
13568,173,1,187.05,1
13569,17,2,338.62,3
13570,243,1,239.49,1
13571,12,12,2088.94,3
13572,205,1,1384.25,1
13573,50,2,290.25,3
13575,23,5,732.0699999999999,3
13576,10,18,6717.34,0
13577,25,4,1687.6000000000001,3
13579,14,2,467.04,3
13581,309,1,118.0,1
13583,155,1,781.03,1
13584,306,1,142.4,1
13587,63,1,712.4,3
13588,15,9,2478.95,3
13589,14,2,379.65,3
13590,11,6,1981.92,3
13591,64,3,1117.13,3
13592,35,4,247.95999999999998,3
13593,108,5,2011.88,3
13594,52,1,396.97,3
13596,5,2,664.11,3
13598,47,1,160.04,3
13599,1,21,5149.92,0
13600,312,1,219.52,1
13601,45,2,693.32,3
13602,64,1,428.89,3
13603,26,1,164.34,3
13606,29,3,276.75,3
13607,40,1,675.51,3
13610,12,7,1082.33,3
13611,89,3,1154.4,3
13614,24,4,1585.46,3
13615,318,1,417.69,1
13617,40,3,544.18,3
13618,173,1,177.34,1
13621,116,1,213.85,3
13623,30,5,727.74,3
13626,252,1,257.23,1
13627,59,5,1638.47,3
13629,23,11,7792.36,3
13630,5,7,2031.78,3
13631,99,11,3070.42,3
13632,24,5,2118.93,3
13634,33,5,1547.3600000000001,3
13635,67,1,1071.03,3
13636,36,5,949.12,3
13637,52,3,804.3,3
13638,15,1,122.64,3
13639,74,1,1033.34,3
13642,215,1,312.28,1
13643,31,3,519.44,3
13644,16,4,2624.26,3
13645,120,1,252.1,3
13647,9,4,1648.1200000000001,3
13649,256,2,346.6,1
13650,16,6,1836.34,3
13651,35,2,94.2,3
13652,45,3,1095.08,3
13654,43,6,2707.33,3
13655,114,2,932.97,3
13656,164,2,379.65,1
13657,10,2,382.14,3
13658,9,5,2639.17,3
13659,205,2,1563.0,1
13662,85,3,881.26,3
13663,179,1,189.47,1
13666,60,3,84.65,3
13667,149,1,299.05,1
13668,2,21,6309.83,0
13669,50,2,218.55,3
13670,75,1,349.7,3
13672,301,2,186.39000000000001,1
13673,18,2,387.44,3
13675,151,2,486.82000000000005,1
13678,151,1,232.6,1
13680,1,4,3719.12,3
13681,17,4,827.83,3
13682,187,1,59.5,1
13684,285,1,65.13,1
13685,2,7,3119.44,3
13686,182,1,72.0,1
13689,63,1,910.0,3
13690,59,1,172.25,3
13692,24,3,1488.32,3
13694,3,50,65039.62,0
13695,31,15,2504.13,0
13697,38,1,151.29999999999998,3
13699,155,1,308.58000000000004,1
13700,26,10,2248.63,3
